V1,CORRELA_16,CORRELA_9,IDOJ1,IDAIO,CIMREP,BRUTA,CONSUI,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ASEO,ENERGIA,COMUNICA,PUBLICO,FLETES,PUBLICI,ADECUA,REGALA,OUTSOURCING,OTROS,SUELDOS,PRESTAC,VENTA,AGREGA,PERREMUN,SOCIOS,PERSONOM,DIRECTO,AGENCIA,APRENDIZ,TOTPERSO,PROMUJ,PROHOM,PERMUJ,PERHOM,DIRMUJ,DIRHOM,AGEMUJ,AGEHOM,APRENMUJ,APRENHOM,TOTMUJ,TOTHOM,SUEPLAN,PREPLAN,REMPLAN,COTIZA,GASAGEN,REMTEMP,TOTREM,INVINI,INVFIN,ROTACION,INVPRO,CTO,CTOINS,VENTASNOP,GASTOS,GASTOSNOP,GASTOPNOP
966287,4741-4742,474 - 475,14,2002,0,35965675.33,12322955.67,0,147608.6667,700980,273600,3509733.333,97897,434672.3333,697187.3333,464407,83425.33333,1242508,2222940.333,1173615.667,6147.666667,0,990550.6667,8338710.367,3679971.633,126999371.7,23642719.67,409.3333333,0,336.3333333,73,11.33333333,13.33333333,434,0,0,229.3333333,107,42.33333333,30.66666667,6.333333333,5,10,3.333333333,288,146,6899008.7,1951314.3,8548859.667,1490814.493,277682.3333,1312159,11351833.16,23910980.67,27523882.67,91033696.33,25717431.67,91033696.33,91033696.33,0,105735270.7,2347828.333,121234841
966269,4741-4742,474 - 475,14,2002,0,12357617,5334882.5,0,0,80727,699766,99470,0,29710,54306,84884,7411,15779,135090,445676,0,0,11602.5,1085699,383134,42215686,7022734.5,56,0,32,24,182,20,258,0,0,22,10,18,6,110,72,16,4,166,92,646226,211095,781373,149429,3670461,363157,1293959,6834385,6827602,29858069,6830993.5,29858069,29858069,0,32042806,305683,37514384
966258,4741-4742,474 - 475,14,2004,1714259,33993839.67,15133209,32,0,590300.3333,61580.66667,6237556.667,318367.6667,347452.3333,446462.6667,263519,25441.66667,443916.3333,5055786.333,287996.6667,102886.6667,0,932221.6667,5937698.667,2485607,211284276.7,18860630.67,282.6666667,0,193,89.66666667,1.333333333,7,291,0,0,79,114,40.33333333,49.33333333,0.6666666667,0.6666666667,4,3,124,167,4100414.333,1371961.667,5090384.667,990439.76,19688.33333,1769393,7850217.427,33722268,32551017.33,175576178,33136642.67,175576178,177290437,0,196299493,7560802.333,212707940.3
966257,4741-4742,474 - 475,14,2004,0,935422,233345.5,0,1326,0,0,101338,0,9340,47108,17745,2136,20623,8773,12850,0,0,12106.5,194897,88063,4952954,702076.5,17,0,13,4,0,0,17,0,0,7,6,1,3,0,0,0,0,8,9,173297,54726,223443,28765.16,0,21600,273808.16,845702,1496679,4017532,1171190.5,4017532,4017532,0,4297427,52224,4669521
966241,4741-4742,474 - 475,14,1995,877,651408,345019.5,0,0,53579,13016,69984,13708,32307,45770,10457,5807,3556,15313,25674,0,22663,33185.5,170003,78188,2908644,306388.5,15,0,15,0,0,1,16,0,0,15,0,0,0,0,0,1,0,16, ,168712,51481,220193,23247.32,0,0,243440.32,411996,468658,2256359.002,440327,2256359,2257236,0,2684596,371607,3319840
966101,4741-4742,474 - 475,11,1983,0,168141,39808,18,0,3215,0,24469,1173,52,1334,3590,697,3881,711,0,0,0,668,52830,28221,365182,128333,5,1,5,0,0,0,6,0,1,4,1,0,0,0,0,0,0,4,2,52830,10763,63593,15018.64,0,0,78611.64,812203,517308,197041,664755.5,197041,197041,0,239817,0,326060
966089,4741-4742,474 - 475,4,1991,0,1045126,162303.5,0,0,18410,0,77214,12078,2368,5180,11166,2776,3759,1838,12244,0,0,15270.5,298531,121313,2223404,882822.5,22,0,6,16,0,1,23,0,0,3,3,9,7,0,0,0,1,12,11,87493,64431,106741,49720.72,0,205379,361840.72,430590,529771,1178278,480180.5,1178278,1178278,0,1393410,38672,1877023
966037,4741-4742,474 - 475,14,2006,0,2962348,321652.5,0,0,81078,0,21867,9545,1863,32865,39097,6110,9836,3145,50154,0,0,66092.5,954369,410865,4883418,2640695.5,67,1,67,0,0,4,72,1,0,37,30,0,0,0,0,0,4,38,34,914620,217232,1131852,172864.28,0,0,1304716.28,1437264,1702224,1921070,1569744,1921070,1921070,0,2440758,833327,4721077
966032,4741-4742,474 - 475,14,2007,582883,4079151,1124870,1373,0,128497,139796,181923,44369,18450,87437,63469,19606,59214,38903,197363,0,0,144470,1077268,456434,12861709,2954281,52,0,9,43,0,3,55,0,0,3,6,17,26,0,0,1,2,21,34,449650,238623,551744,190982.52,0,601314,1344040.52,5651554,3495560,8199675.127,4573557,8199675,8782558,0,10223498,925733,12777899
965953,4741-4742,474 - 475,14,2003,0,414205,174078,0,0,12900,42752,29305,910,5097,7289,35981,5374,9216,0,15542,0,0,9712,142924,93132,1336144,240127,14,0,14,0,0,0,14,0,0,8,6,0,0,0,0,0,0,8,6,142924,52610,195534,41112.24,0,0,236646.24,953618,1480773,921939,1217195.5,921939,921939,0,1113018,57462,1416953
965895,4741-4742,474 - 475,2,2007,0,1516623,440095,0,1325,13547,0,209100,3550,7605,93966,17892,1507,5581,120,75950,0,0,9952,273576,144995,10055900,1076528,12,0,12,0,0,0,12,0,0,5,7,0,0,0,0,0,0,5,7,273576,57451,331027,81415.92,0,0,412442.92,1562500,1640625,8539277,1601562.5,8539277,8539277,0,9056910,173900,9668755
965875,4741-4742,474 - 475,5,1987,0,1403979,1226990,0,0,444846,0,110788,27448,11435,108075,35560,22172,157795,52989,69834,0,0,186048,397802,105295,10097117,176989,36,0,23,13,0,1,37,0,0,18,5,6,7,0,0,1,0,25,12,258133,63994,322126,35519,0,131389,489034,3618179,4006060,8693138,3812119.5,8693138,8693138,0,10171130,39993,10749132
965862,4741-4742,474 - 475,14,2001,0,691193,103578,0,0,0,0,75784,0,966,5681,19003,1052,0,1092,0,0,0,0,219077,71809,1713959,587615,20,3,2,18,0,1,24,0,3,1,1,10,8,0,0,1,0,12,12,31679,45347,38500,22162.32,0,179780,240442.32,884754,954754,1022766,919754,1022766,1022766,0,1143292,32090,1485768
965806,4741-4742,474 - 475,14,2010,0,911580,142981,0,0,28800,0,35271,0,1241,31104,4582,19224,1003,2324,15100,0,0,4332,119388,42307,5531121,768599,12,2,12,0,0,0,14,1,1,4,8,0,0,0,0,0,0,5,9,119388,23878,143266,16403.48,0,0,159669.48,1963055,5748,4619541,984401.5,4619541,4619541,0,4829510,10712,5015894
965706,4741-4742,474 - 475,14,2010,0,740237,366439,0,489,33388,1591,201000,12522,5532,13527,8843,1724,1574,12663,27190,0,27631,18765,185226,78655,1602739,373798,12,0,6,6,0,0,12,0,0,5,1,4,2,0,0,0,0,9,3,121166,43748,149163,29860.28,0,64060,243083.28,1839007,1777658,862502,1808332.5,862502,862502,0,1279839,28894,1621979
965638,4741-4742,474 - 475,14,1997,0,169628,39907,0,0,7465,0,18500,896,0,1100,6030,806,2100,0,3010,0,0,0,105665,40836,435168,129721,7,1,7,0,0,0,8,0,1,2,5,0,0,0,0,0,0,2,6,105665,26121,131786,12927.48,0,0,144713.48,28489,19161,265540,23825,265540,265540,0,309892,1976,466583
965580,4741-4742,474 - 475,14,2012,0,842653,224845.5,37,1671,22211,0,107379,933,1667,6494,10670,1553,3523,8439,39577,0,0,20691.5,263590,118240,3626759,617807.5,24,2,0,24,0,1,27,1,1,0,0,4,20,0,0,0,1,5,22,0,58325,0,47131.88,0,253630,300761.88,312125,1381049,2784106,846587,2784106,2784106,0,3071980,33003,3532226
965550,4741-4742,474 - 475,11,2000,0,87418,54137.5,0,1800,10250,0,15766,4917,1050,7050,1100,4120,5130,0,1380,0,0,1574.5,154801,66069,343636,33280.5,14,0,14,0,0,0,14,0,0,4,10,0,0,0,0,0,0,4,10,154801,40248,195049,22594.84,0,0,217643.84,124820,143196,256218,134008,256218,256218,0,315389,22881,576823
